Date,hour,Rainfall (mm)
20181004,20,0
20181004,21,0.0*
20181004,22,0.0*
20181004,23,0.0*
20181004,24,0
20181005,1,0.0*
20181005,2,0.0*
20181005,3,0
20181005,4,0.0*
20181005,5,0.0*
20181005,6,0
20181005,7,0.0*
20181005,8,0
20181005,9,0.0*
20181005,10,0
20181005,11,0
20181005,12,0.0*
20181005,13,0.0*
20181005,14,0.0*
20181005,15,0.0*
20181005,16,0.0*
20181005,17,0.0*
20181005,18,0.0*
20181005,19,0
20181005,20,0.0*
20181005,21,0
20181005,22,0
20181005,23,0
20181005,24,0.0*
20181006,1,0.0*
20181006,2,0.0*
20181006,3,0.0*
20181006,4,0.0*
20181006,5,0.0*
20181006,6,0.0*
20181006,7,0.0*
20181006,8,0.0*
20181006,9,0.0*
20181006,10,0.0*
20181006,11,0.0*
20181006,12,0
20181006,13,0.0*
20181006,14,0.0*
20181006,15,0
20181006,16,0
20181006,17,0
20181006,18,0
20181006,19,0
20181006,20,0
20181006,21,0
20181006,22,0
20181006,23,0
20181006,24,0
20181007,1,0.0*
20181007,2,0.0*
20181007,3,0.0*
20181007,4,0.0*
20181007,5,0.0*
20181007,6,0
20181007,7,0
20181007,8,0
20181007,9,0
20181007,10,0
20181007,11,0
20181007,12,0
20181007,13,0
20181007,14,0
20181007,15,0
20181007,16,0
20181007,17,0
20181007,18,0
20181007,19,0
20181007,20,0
20181007,21,0
20181007,22,0
20181007,23,0.0*
20181007,24,0.0*
20181008,1,0
20181008,2,0.0*
20181008,3,0
20181008,4,0.0*
20181008,5,0.0*
20181008,6,0.0*
20181008,7,0.0*
20181008,8,0.0*
20181008,9,0.0*
20181008,10,0.0*
20181008,11,0
20181008,12,0.0*
20181008,13,0
20181008,14,0.0*
20181008,15,0
20181008,16,0
20181008,17,0.0*
20181008,18,0.0*
20181008,19,0.0*
20181008,20,0.0*
20181008,21,0.0*
20181008,22,0.0*
20181008,23,0.0*
20181008,24,0.0*
20181009,1,0.0*
20181009,2,0.0*
20181009,3,0.0*
20181009,4,0.0*
20181009,5,n/a
20181009,6,0.0*
20181009,7,0.0*
20181009,8,0.0*
20181009,9,0.0*
20181009,10,0.0*
20181009,11,0.0*
20181009,12,0.0*
20181009,13,0.0*
20181009,14,0.0*
20181009,15,0.0*
20181009,16,0.0*
20181009,17,0.0*
20181009,18,0
20181009,19,0.0*
20181009,20,0.0*
20181009,21,0.0*
20181009,22,0.0*
20181009,23,0
20181009,24,0.0*
20181010,1,0
20181010,2,0
20181010,3,0
20181010,4,0
20181010,5,0
20181010,6,0
20181010,7,0
20181010,8,0
20181010,9,0
20181010,10,0.0*
20181010,11,n/a
20181010,12,0.0*
20181010,13,21.5*
20181010,14,33.5*
20181010,15,5.5*
20181010,16,0.5
20181010,17,1.5*
20181010,18,0.0*
20181010,19,0.0*
20181010,20,0
20181010,21,0
20181010,22,0
20181010,23,0
20181010,24,0
20181011,1,0
20181011,2,0
20181011,3,0.0*
20181011,4,0.0*
20181011,5,0.0*
20181011,6,0.0*
20181011,7,0
20181011,8,0.0*
20181011,9,0
20181011,10,0
20181011,11,0.0*
20181011,12,0.0*
20181011,13,0.0*
20181011,14,0
20181011,15,0
20181011,16,0.0*
20181011,17,0
20181011,18,0
20181011,19,0.0*
20181011,20,0.0*
20181011,21,0
20181011,22,0.0*
20181011,23,0.0*
20181011,24,0.0*
20181012,1,0.0*
20181012,2,0.0*
20181012,3,0.0*
20181012,4,0.0*
20181012,5,0.0*
20181012,6,0.0*
20181012,7,0.0*
20181012,8,0.0*
20181012,9,0.0*
20181012,10,0
20181012,11,0
20181012,12,0
20181012,13,0
20181012,14,0
20181012,15,0
20181012,16,0
20181012,17,0
20181012,18,0.0*
20181012,19,0
20181012,20,0
20181012,21,0
20181012,22,0.0*
20181012,23,0.0*
20181012,24,0.5
20181013,1,0
20181013,2,0
20181013,3,0.0*
20181013,4,0.0*
20181013,5,0.0*
20181013,6,0.0*
20181013,7,n/a
20181013,8,0.0*
20181013,9,0.0*
20181013,10,0
20181013,11,0
20181013,12,0
20181013,13,0
20181013,14,0
20181013,15,0
20181013,16,0.0*
20181013,17,0.0*
20181013,18,0.0*
20181013,19,0.0*
20181013,20,0.0*
20181013,21,0.0*
20181013,22,0.0*
20181013,23,0.0*
20181013,24,0.0*
20181014,1,0.0*
20181014,2,0.0*
20181014,3,0.0*
20181014,4,0.0*
20181014,5,0.0*
20181014,6,0.0*
20181014,7,0.0*
20181014,8,0.0*
20181014,9,0.0*
20181014,10,0.0*
20181014,11,0
20181014,12,0.0*
20181014,13,0.0*
20181014,14,0.0*
20181014,15,0.0*
20181014,16,0.0*
20181014,17,0.0*
20181014,18,0
20181014,19,0.0*
20181014,20,0.0*
20181014,21,0.0*
20181014,22,0.0*
20181014,23,0.0*
20181014,24,0.0*
20181015,1,0.0*
20181015,2,0.0*
20181015,3,0.0*
20181015,4,0.0*
20181015,5,0.0*
20181015,6,0.0*
20181015,7,0.0*
20181015,8,0.0*
20181015,9,0.0*
20181015,10,0.0*
20181015,11,0.0*
20181015,12,0.0*
20181015,13,0.0*
20181015,14,0.0*
20181015,15,0
20181015,16,0
20181015,17,0.0*
20181015,18,0.0*
20181015,19,0
20181015,20,0
20181015,21,0
20181015,22,0.5*
20181015,23,0.0*
20181015,24,0.0*
20181016,1,0
20181016,2,0
20181016,3,0
20181016,4,0
20181016,5,0
20181016,6,1
20181016,7,2.5
20181016,8,1.5
20181016,9,0.5
20181016,10,0
20181016,11,1
20181016,12,0
20181016,13,0.0*
20181016,14,0
20181016,15,0.0*
20181016,16,0
20181016,17,0.5
20181016,18,0.5
20181016,19,0
20181016,20,0
20181016,21,0
20181016,22,0
20181016,23,0
20181016,24,0
20181017,1,0
20181017,2,0
20181017,3,0
20181017,4,0
20181017,5,0
20181017,6,0
20181017,7,0
20181017,8,0
20181017,9,0
20181017,10,0
20181017,11,0
20181017,12,0
20181017,13,0
20181017,14,0
20181017,15,0
20181017,16,2.0*
20181017,17,0.0*
20181017,18,0.5*
20181017,19,0.0*
20181017,20,0.0*
20181017,21,0.0*
20181017,22,0.5*
20181017,23,0
20181017,24,0.0*
20181018,1,1.5
20181018,2,0.5*
20181018,3,2.5
20181018,4,1
20181018,5,2.5
20181018,6,5
20181018,7,0.5
20181018,8,0.5
20181018,9,1.5
20181018,10,1.5
20181018,11,0.5*
20181018,12,0
20181018,13,0.5
20181018,14,0.0*
20181018,15,0
20181018,16,0
20181018,17,0
20181018,18,0
20181018,19,0.0*
20181018,20,0
20181018,21,0
20181018,22,0
20181018,23,0
20181018,24,0
20181019,1,0
20181019,2,0
20181019,3,0
20181019,4,0
20181019,5,0.0*
20181019,6,0.0*
20181019,7,0
20181019,8,0.0*
20181019,9,0.5*
20181019,10,0.0*
20181019,11,0
20181019,12,0.0*
20181019,13,0.0*
20181019,14,0.0*
20181019,15,0.0*
20181019,16,0.0*
20181019,17,0.0*
20181019,18,0.0*
20181019,19,0.0*
20181019,20,0.0*
20181019,21,0.0*
20181019,22,0.0*
20181019,23,0.0*
20181019,24,0.0*
20181020,1,0.0*
20181020,2,0.0*
20181020,3,0.0*
20181020,4,0.0*
20181020,5,0.0*
20181020,6,0.0*
20181020,7,0.0*
20181020,8,0.0*
20181020,9,0.0*
20181020,10,0.0*
20181020,11,0.0*
20181020,12,0.0*
20181020,13,0.0*
20181020,14,0.0*
20181020,15,0.0*
20181020,16,0.0*
20181020,17,0.0*
20181020,18,0.0*
20181020,19,0.0*
20181020,20,0.0*
20181020,21,0.0*
20181020,22,0.0*
20181020,23,0.0*
20181020,24,0.0*
20181021,1,0.0*
20181021,2,0.0*
20181021,3,0.0*
20181021,4,0.0*
20181021,5,1.5
20181021,6,0.5
20181021,7,0
20181021,8,0
20181021,9,0.0*
20181021,10,0.0*
20181021,11,0.0*
20181021,12,0.0*
20181021,13,0.0*
20181021,14,0.0*
20181021,15,0.0*
20181021,16,0.0*
20181021,17,0.0*
20181021,18,0.0*
20181021,19,0
20181021,20,0.0*
20181021,21,0.0*
20181021,22,0.0*
20181021,23,0.0*
20181021,24,0.0*
20181022,1,0.0*
20181022,2,0.0*
20181022,3,0.0*
20181022,4,0.0*
20181022,5,0.0*
20181022,6,0.0*
20181022,7,0
20181022,8,0.0*
20181022,9,0.0*
20181022,10,0.0*
20181022,11,0.0*
20181022,12,0
20181022,13,0.0*
20181022,14,0
20181022,15,0
20181022,16,0.5
20181022,17,0
20181022,18,0
20181022,19,0
20181022,20,0
20181022,21,0
20181022,22,0
20181022,23,0
20181022,24,0
20181023,1,0
20181023,2,0.0*
20181023,3,0
20181023,4,0
20181023,5,0
20181023,6,0
20181023,7,0
20181023,8,0
20181023,9,0
20181023,10,0
20181023,11,0.0*
20181023,12,0
20181023,13,0
20181023,14,0
20181023,15,0.0*
20181023,16,0.0*
20181023,17,0.0*
20181023,18,0.0*
20181023,19,0.0*
20181023,20,0.0*
20181023,21,0.0*
20181023,22,0.0*
20181023,23,0.0*
20181023,24,0.0*
20181024,1,0
20181024,2,0
20181024,3,0.0*
20181024,4,0
20181024,5,0
20181024,6,0
20181024,7,0.0*
20181024,8,0.0*
20181024,9,0.0*
20181024,10,0.0*
20181024,11,0.0*
20181024,12,0.0*
20181024,13,2.0*
20181024,14,1.0*
20181024,15,0
20181024,16,0
20181024,17,0
20181024,18,0
20181024,19,0
20181024,20,0.0*
20181024,21,0.0*
20181024,22,0.0*
20181024,23,0.0*
20181024,24,0.0*
20181025,1,0.0*
20181025,2,0.0*
20181025,3,0.0*
20181025,4,0.0*
20181025,5,0.0*
20181025,6,0.0*
20181025,7,0.0*
20181025,8,0.0*
20181025,9,0.0*
20181025,10,0.0*
20181025,11,0.0*
20181025,12,0.0*
20181025,13,0.0*
20181025,14,0.0*
20181025,15,0.0*
20181025,16,0.0*
20181025,17,0.0*
20181025,18,0
20181025,19,0
20181025,20,0
20181025,21,0
20181025,22,0.0*
20181025,23,0
20181025,24,0.0*
20181026,1,0
20181026,2,0
20181026,3,0
20181026,4,0
20181026,5,0
20181026,6,0
20181026,7,0
20181026,8,0
20181026,9,0
20181026,10,0
20181026,11,0
20181026,12,0
20181026,13,0
20181026,14,0
20181026,15,0
20181026,16,0
20181026,17,0
20181026,18,0
20181026,19,0.0*
20181026,20,0
20181026,21,0.0*
20181026,22,0.0*
20181026,23,0.0*
20181026,24,0.0*
20181027,1,0
20181027,2,0.0*
20181027,3,0.0*
20181027,4,0.0*
20181027,5,0.0*
20181027,6,0
20181027,7,0
20181027,8,0
20181027,9,0.0*
20181027,10,0
20181027,11,0
20181027,12,0
20181027,13,0
20181027,14,0
20181027,15,0
20181027,16,0
20181027,17,0
20181027,18,0
20181027,19,0
20181027,20,0
20181027,21,0
20181027,22,0
20181027,23,0.0*
20181027,24,0
20181028,1,0
20181028,2,0
20181028,3,0
20181028,4,0
20181028,5,0
20181028,6,0
20181028,7,0
20181028,8,0
20181028,9,0
20181028,10,0
20181028,11,0
20181028,12,0
20181028,13,0
20181028,14,0
20181028,15,0
20181028,16,0
20181028,17,0
20181028,18,0
20181028,19,0
20181028,20,0
20181028,21,0
20181028,22,0
20181028,23,0
20181028,24,0
20181029,1,0
20181029,2,0
20181029,3,0.0*
20181029,4,0
20181029,5,0
20181029,6,0
20181029,7,0
20181029,8,0
20181029,9,0
20181029,10,0
20181029,11,0
20181029,12,0
20181029,13,0
20181029,14,0
20181029,15,0
20181029,16,0
20181029,17,0.0*
20181029,18,0
20181029,19,0.0*
20181029,20,0.0*
20181029,21,0
20181029,22,0
20181029,23,0.0*
20181029,24,0
20181030,1,0
20181030,2,0
20181030,3,0
20181030,4,0
20181030,5,0.0*
20181030,6,0.0*
20181030,7,0.0*
20181030,8,0.0*
20181030,9,0.0*
20181030,10,0.0*
20181030,11,0
20181030,12,0
20181030,13,0
20181030,14,0
20181030,15,0
20181030,16,0
20181030,17,0
20181030,18,0
20181030,19,0
20181030,20,0
20181030,21,0
20181030,22,0.0*
20181030,23,0
20181030,24,0
20181031,1,0
20181031,2,0.0*
20181031,3,0
20181031,4,0
20181031,5,0
20181031,6,0
20181031,7,0
20181031,8,0
20181031,9,0
20181031,10,0
20181031,11,0.0*
20181031,12,0.0*
20181031,13,0.0*
20181031,14,0.0*
20181031,15,0.0*
20181031,16,0
20181031,17,0.0*
20181031,18,0.0*
20181031,19,0
20181031,20,0
20181031,21,0
20181031,22,0
20181031,23,0
20181031,24,0
20181101,1,0
20181101,2,0
20181101,3,0.0*
20181101,4,0
20181101,5,0
20181101,6,0
20181101,7,0
20181101,8,0
20181101,9,0
20181101,10,0
20181101,11,0
20181101,12,0
20181101,13,0
20181101,14,0.0*
20181101,15,0.0*
20181101,16,0
20181101,17,0
20181101,18,0
20181101,19,0.0*
20181101,20,0
20181101,21,0
20181101,22,0
20181101,23,0
20181101,24,0
20181102,1,0
20181102,2,0
20181102,3,0
20181102,4,0
20181102,5,0
20181102,6,0
20181102,7,0.0*
20181102,8,0
20181102,9,0
20181102,10,0
20181102,11,0
20181102,12,0
20181102,13,0
20181102,14,0
20181102,15,0
20181102,16,0
20181102,17,0
20181102,18,0
20181102,19,0
20181102,20,0
20181102,21,0
20181102,22,0
20181102,23,0
20181102,24,0
20181103,1,0
20181103,2,0
20181103,3,0
20181103,4,0
20181103,5,0
20181103,6,0.5
20181103,7,0.5
20181103,8,1
20181103,9,0.0*
20181103,10,0
20181103,11,0
20181103,12,0
20181103,13,0
20181103,14,0
20181103,15,0.5*
20181103,16,0.0*
20181103,17,0.0*
20181103,18,0
20181103,19,0
20181103,20,0.0*
20181103,21,0
20181103,22,0.0*
20181103,23,0.0*
20181103,24,0.0*
20181104,1,0.0*
20181104,2,0.5
20181104,3,0
20181104,4,0
20181104,5,0
20181104,6,0.5
20181104,7,0
20181104,8,0
20181104,9,0
20181104,10,0
20181104,11,0
20181104,12,0
20181104,13,0
20181104,14,0.0*
20181104,15,0.0*
20181104,16,0.0*
20181104,17,0.0*
20181104,18,0.0*
20181104,19,0.0*
20181104,20,0.0*
20181104,21,0
20181104,22,0.0*
20181104,23,0
20181104,24,0.0*
20181105,1,0.0*
20181105,2,0.0*
20181105,3,0.0*
20181105,4,0.0*
20181105,5,0.0*
20181105,6,0.0*
20181105,7,0.0*
20181105,8,0.0*
20181105,9,0.0*
20181105,10,0.0*
20181105,11,0.0*
20181105,12,0.0*
20181105,13,0.0*
20181105,14,0
20181105,15,0.0*
20181105,16,0.0*
20181105,17,0.0*
20181105,18,0
20181105,19,0
20181105,20,0.0*
20181105,21,0
20181105,22,0.0*
20181105,23,0.0*
20181105,24,0.0*
20181106,1,0.0*
20181106,2,0.0*
20181106,3,0.0*
20181106,4,0.0*
20181106,5,0.0*
20181106,6,0.0*
20181106,7,0.0*
20181106,8,0.0*
20181106,9,0.0*
20181106,10,0
20181106,11,0.0*
20181106,12,0
20181106,13,0
20181106,14,0
20181106,15,0
20181106,16,0.0*
20181106,17,0.0*
20181106,18,0.0*
20181106,19,0.0*
20181106,20,0.0*
20181106,21,0.0*
20181106,22,0.0*
20181106,23,0.0*
20181106,24,0.0*
20181107,1,0.0*
20181107,2,0.0*
20181107,3,0.0*
20181107,4,0.0*
20181107,5,0.0*
20181107,6,0.0*
20181107,7,0.0*
20181107,8,0.0*
20181107,9,0.0*
20181107,10,0.0*
20181107,11,0
20181107,12,0.0*
20181107,13,0
20181107,14,0
20181107,15,0
20181107,16,0
20181107,17,0
20181107,18,0.0*
20181107,19,0
20181107,20,0
20181107,21,0
20181107,22,0
20181107,23,0
20181107,24,0
20181108,1,0
20181108,2,0
20181108,3,0
20181108,4,0
20181108,5,0
20181108,6,0
20181108,7,0
20181108,8,0
20181108,9,0
20181108,10,0.0*
20181108,11,0
20181108,12,0
20181108,13,0
20181108,14,0
20181108,15,0
20181108,16,0
20181108,17,0
20181108,18,0
20181108,19,0.0*
20181108,20,0
20181108,21,0
20181108,22,0
20181108,23,0
20181108,24,0
20181109,1,0
20181109,2,0
20181109,3,0
20181109,4,0
20181109,5,0
20181109,6,0
20181109,7,0
20181109,8,0
20181109,9,0
20181109,10,0
20181109,11,0
20181109,12,0
20181109,13,0
20181109,14,0.0*
20181109,15,0
20181109,16,0
20181109,17,0.0*
20181109,18,0.0*
20181109,19,0
20181109,20,0.0*
20181109,21,0.0*
20181109,22,0.0*
20181109,23,0.0*
20181109,24,0.0*
20181110,1,0.0*
20181110,2,0.0*
20181110,3,0
20181110,4,0.0*
20181110,5,0.0*
20181110,6,0.0*
20181110,7,0.0*
20181110,8,0.0*
20181110,9,0
20181110,10,0.0*
20181110,11,0.0*
20181110,12,0
20181110,13,0.0*
20181110,14,0
20181110,15,0.0*
20181110,16,0
20181110,17,0.0*
20181110,18,0.0*
20181110,19,0
20181110,20,0.0*
20181110,21,0.0*
20181110,22,0
20181110,23,0.0*
20181110,24,0.0*
20181111,1,0.0*
20181111,2,0.0*
20181111,3,0.0*
20181111,4,0.0*
20181111,5,0.0*
20181111,6,0
20181111,7,0.0*
20181111,8,0.0*
20181111,9,0.0*
20181111,10,0.0*
20181111,11,0.0*
20181111,12,0.0*
20181111,13,0
20181111,14,0.0*
20181111,15,0.0*
20181111,16,0.0*
20181111,17,0
20181111,18,0.0*
20181111,19,0.0*
20181111,20,0.0*
20181111,21,0.0*
20181111,22,0.0*
20181111,23,0.0*
20181111,24,0.0*
20181112,1,0.0*
20181112,2,0
20181112,3,0
20181112,4,0
20181112,5,0.0*
20181112,6,0
20181112,7,0
20181112,8,0
20181112,9,0
20181112,10,0
20181112,11,0
20181112,12,0
20181112,13,0
20181112,14,0
20181112,15,0
20181112,16,0
20181112,17,0
20181112,18,0
20181112,19,0
20181112,20,0
20181112,21,0.0*
20181112,22,0.0*
20181112,23,n/a
20181112,24,n/a
20181113,1,0.0*
20181113,2,0.0*
20181113,3,n/a
20181113,4,0.0*
20181113,5,0.0*
20181113,6,0.0*
20181113,7,0.0*
20181113,8,0.0*
20181113,9,0.0*
20181113,10,0.0*
20181113,11,0.0*
20181113,12,0.0*
20181113,13,0.0*
20181113,14,n/a
20181113,15,0.0*
20181113,16,0.0*
20181113,17,0.0*
20181113,18,0.0*
20181113,19,0.0*
20181113,20,0.0*
20181113,21,0.0*
20181113,22,0.0*
20181113,23,0.0*
20181113,24,0.0*
20181114,1,0.0*
20181114,2,0.0*
20181114,3,0.0*
20181114,4,0.0*
20181114,5,0.0*
20181114,6,0.0*
20181114,7,0.0*
20181114,8,0.0*
20181114,9,0.0*
20181114,10,0.0*
20181114,11,0.0*
20181114,12,0.0*
20181114,13,0.0*
20181114,14,0.0*
20181114,15,0.0*
20181114,16,0.0*
20181114,17,0.0*
20181114,18,0.0*
20181114,19,0
20181114,20,0
20181114,21,0.0*
20181114,22,0
20181114,23,0
20181114,24,0
20181115,1,0.0*
20181115,2,0
20181115,3,0.0*
20181115,4,0.0*
20181115,5,0
20181115,6,0
20181115,7,0
20181115,8,0.0*
20181115,9,0
20181115,10,0.0*
20181115,11,0
20181115,12,0.0*
20181115,13,0.0*
20181115,14,0.0*
20181115,15,0
20181115,16,0.0*
20181115,17,0
20181115,18,0
20181115,19,0
20181115,20,0
20181115,21,0.0*
20181115,22,0.0*
20181115,23,0.0*
20181115,24,0.0*
20181116,1,0.0*
20181116,2,0
20181116,3,0
20181116,4,0.0*
20181116,5,0
20181116,6,0
20181116,7,0.0*
20181116,8,0.0*
20181116,9,0.0*
20181116,10,0.0*
20181116,11,0.0*
20181116,12,0
20181116,13,0.0*
20181116,14,0.0*
20181116,15,0.0*
20181116,16,0
20181116,17,0.0*
20181116,18,0.0*
20181116,19,0.0*
20181116,20,0.0*
20181116,21,0
20181116,22,0.0*
20181116,23,0
20181116,24,0
20181117,1,2.5
20181117,2,0.0*
20181117,3,0.0*
20181117,4,0
20181117,5,0
20181117,6,0.0*
20181117,7,0
20181117,8,0.0*
20181117,9,0
20181117,10,0.0*
20181117,11,0
20181117,12,0.5*
20181117,13,0.0*
20181117,14,0.0*
20181117,15,0.0*
20181117,16,0.0*
20181117,17,0.0*
20181117,18,0.0*
20181117,19,0.0*
20181117,20,0.0*
20181117,21,0.0*
20181117,22,0.0*
20181117,23,0.0*
20181117,24,0.0*
20181118,1,0.0*
20181118,2,0
20181118,3,0.0*
20181118,4,0
20181118,5,0.0*
20181118,6,0
20181118,7,0.0*
20181118,8,0.0*
20181118,9,0
20181118,10,0.0*
20181118,11,0.0*
20181118,12,0
20181118,13,0
20181118,14,0.0*
20181118,15,0
20181118,16,0
20181118,17,0
20181118,18,0
20181118,19,0
20181118,20,0
20181118,21,0
20181118,22,0
20181118,23,0
20181118,24,0
20181119,1,0
20181119,2,0
20181119,3,0
20181119,4,0.0*
20181119,5,0.0*
20181119,6,0.0*
20181119,7,0.0*
20181119,8,0
20181119,9,0
20181119,10,0
20181119,11,0
20181119,12,0
20181119,13,0
20181119,14,0
20181119,15,0
20181119,16,0.0*
20181119,17,0
20181119,18,0
20181119,19,0
20181119,20,0
20181119,21,0
20181119,22,0
20181119,23,0
20181119,24,0
20181120,1,0
20181120,2,0
20181120,3,0.0*
20181120,4,0.0*
20181120,5,0.0*
20181120,6,0
20181120,7,0
20181120,8,0
20181120,9,0.5
20181120,10,0
20181120,11,0
20181120,12,0
20181120,13,0
20181120,14,0
20181120,15,0
20181120,16,0
20181120,17,0
20181120,18,0.0*
20181120,19,0
20181120,20,0.0*
20181120,21,0
20181120,22,0
20181120,23,0
20181120,24,0
20181121,1,0
20181121,2,0
20181121,3,0.0*
20181121,4,0
20181121,5,0
20181121,6,0.0*
20181121,7,0
20181121,8,0.0*
20181121,9,0.0*
20181121,10,0
20181121,11,0
20181121,12,0
20181121,13,0
20181121,14,0
20181121,15,0
20181121,16,0
20181121,17,0
20181121,18,0
20181121,19,0
20181121,20,0
20181121,21,0
20181121,22,0
20181121,23,0.0*
20181121,24,0.0*
20181122,1,0.0*
20181122,2,0.0*
20181122,3,0
20181122,4,0.0*
20181122,5,0.0*
20181122,6,0
20181122,7,0
20181122,8,0.0*
20181122,9,0
20181122,10,0
20181122,11,0
20181122,12,0.0*
20181122,13,0
20181122,14,0
20181122,15,0
20181122,16,0
20181122,17,0
20181122,18,0
20181122,19,0
20181122,20,0
20181122,21,0
20181122,22,0
20181122,23,0
20181122,24,0
20181123,1,0
20181123,2,0
20181123,3,0
20181123,4,0
20181123,5,0
20181123,6,0
20181123,7,0
20181123,8,0
20181123,9,0
20181123,10,0
20181123,11,0
20181123,12,0
20181123,13,0
20181123,14,0
20181123,15,0
20181123,16,0
20181123,17,0
20181123,18,0
20181123,19,0
20181123,20,0
20181123,21,0
20181123,22,0
20181123,23,0
20181123,24,0
20181124,1,0
20181124,2,0
20181124,3,0
20181124,4,0.0*
20181124,5,0
20181124,6,0
20181124,7,0
20181124,8,0.0*
20181124,9,0
20181124,10,0
20181124,11,0
20181124,12,0
20181124,13,0
20181124,14,0
20181124,15,0
20181124,16,0
20181124,17,0
20181124,18,0
20181124,19,0
20181124,20,0
20181124,21,0
20181124,22,0
20181124,23,0
20181124,24,0.0*
20181125,1,0.0*
20181125,2,0.0*
20181125,3,0
20181125,4,0
20181125,5,0
20181125,6,0
20181125,7,0
20181125,8,0
20181125,9,0
20181125,10,0
20181125,11,0
20181125,12,0.5
20181125,13,3
20181125,14,1.5
20181125,15,0.5
20181125,16,4
20181125,17,5.5
20181125,18,4
20181125,19,2
20181125,20,2
20181125,21,1.5
20181125,22,1.0*
20181125,23,1
20181125,24,1.5*
20181126,1,4.0*
20181126,2,2.5
20181126,3,1.5
20181126,4,0.5
20181126,5,0.5
20181126,6,2.0*
20181126,7,1.5*
20181126,8,1
20181126,9,0.5*
20181126,10,0.5*
20181126,11,0
20181126,12,0
20181126,13,0.0*
20181126,14,0
20181126,15,0
20181126,16,0
20181126,17,0
20181126,18,0
20181126,19,0
20181126,20,0
20181126,21,0
20181126,22,0
20181126,23,0
20181126,24,0
20181127,1,0
20181127,2,0
20181127,3,0
20181127,4,0
20181127,5,0
20181127,6,0
20181127,7,0
20181127,8,0
20181127,9,0
20181127,10,0
20181127,11,0
20181127,12,0
20181127,13,0
20181127,14,0
20181127,15,0
20181127,16,0
20181127,17,1
20181127,18,6
20181127,19,0.5
20181127,20,0
20181127,21,0
20181127,22,0
20181127,23,0.5
20181127,24,0
20181128,1,0.5
20181128,2,3.5
20181128,3,2.5
20181128,4,1.5
20181128,5,1.5
20181128,6,0
20181128,7,0
20181128,8,0.5
20181128,9,0
20181128,10,0
20181128,11,0
20181128,12,0
20181128,13,0.0*
20181128,14,0
20181128,15,0.5
20181128,16,0
20181128,17,0
20181128,18,0
20181128,19,0
20181128,20,0
20181128,21,0
20181128,22,0
20181128,23,0
20181128,24,0.5
20181129,1,0
20181129,2,0
20181129,3,0
20181129,4,0
20181129,5,0.0*
20181129,6,0.0*
20181129,7,0.0*
20181129,8,0
20181129,9,0
20181129,10,0
20181129,11,0.0*
20181129,12,0.0*
20181129,13,0.0*
20181129,14,0.0*
20181129,15,0.0*
20181129,16,0.0*
20181129,17,0
20181129,18,0
20181129,19,0
20181129,20,0.0*
20181129,21,0.0*
20181129,22,0.0*
20181129,23,0.0*
20181129,24,0.0*
20181130,1,0.0*
20181130,2,0.0*
20181130,3,0.0*
20181130,4,0.0*
20181130,5,0.0*
20181130,6,0.0*
20181130,7,0.0*
20181130,8,0.0*
20181130,9,0.0*
20181130,10,0.0*
20181130,11,0.0*
20181130,12,0.0*
20181130,13,0.0*
20181130,14,0.0*
20181130,15,0.0*
20181130,16,0.0*
20181130,17,0.0*
20181130,18,0.0*
20181130,19,0.0*
20181130,20,0.0*
20181130,21,0.0*
20181130,22,0.0*
20181130,23,0.0*
20181130,24,0.0*
20181201,1,0.0*
20181201,2,0.0*
20181201,3,0.0*
20181201,4,0.0*
20181201,5,0.0*
20181201,6,0.0*
20181201,7,0.0*
20181201,8,0.0*
20181201,9,0.0*
20181201,10,0.0*
20181201,11,0
20181201,12,0
20181201,13,0.0*
20181201,14,0.0*
20181201,15,0.0*
20181201,16,0.0*
20181201,17,0
20181201,18,0.0*
20181201,19,0.0*
20181201,20,0.0*
20181201,21,0.0*
20181201,22,0.0*
20181201,23,0.0*
20181201,24,0
20181202,1,0
20181202,2,0.0*
20181202,3,0
20181202,4,0.0*
20181202,5,0.0*
20181202,6,0
20181202,7,0.0*
20181202,8,0.0*
20181202,9,0.0*
20181202,10,0.0*
20181202,11,0
20181202,12,0
20181202,13,0
20181202,14,0.0*
20181202,15,0.0*
20181202,16,0.0*
20181202,17,0.0*
20181202,18,0
20181202,19,0
20181202,20,0
20181202,21,0
20181202,22,0.0*
20181202,23,0
20181202,24,0
20181203,1,0
20181203,2,0
20181203,3,0
20181203,4,0
20181203,5,0
20181203,6,0
20181203,7,0
20181203,8,0
20181203,9,0
20181203,10,0
20181203,11,0
20181203,12,0
20181203,13,0
20181203,14,0.0*
20181203,15,0
20181203,16,0.0*
20181203,17,0
20181203,18,0
20181203,19,0
20181203,20,0
20181203,21,0
20181203,22,0
20181203,23,0
20181203,24,0
20181204,1,0
20181204,2,0
20181204,3,0
20181204,4,0
20181204,5,0
20181204,6,0
20181204,7,0
20181204,8,0
20181204,9,0
20181204,10,0
20181204,11,0
20181204,12,0
20181204,13,0
20181204,14,0
20181204,15,0
20181204,16,0
20181204,17,0
20181204,18,0
20181204,19,0
20181204,20,0
20181204,21,0
20181204,22,0
20181204,23,0
20181204,24,0
20181205,1,0
20181205,2,0
20181205,3,0
20181205,4,0
20181205,5,0
20181205,6,0
20181205,7,0
20181205,8,0
20181205,9,0
20181205,10,0
20181205,11,0
20181205,12,0.0*
20181205,13,0
20181205,14,0
20181205,15,0
20181205,16,0
20181205,17,0
20181205,18,0
20181205,19,0.0*
